PRIMARY	RUNOFF	GENERAL																																																																																																																																																			
47579																																																																																																																																																					
16417		58659																																																																																																																																																			
16417																																																																																																																																																					
		5193																																																																																																																																																			
63996		240929																																																																																																																																																			
32679		207900																																																																																																																																																			
32679																																																																																																																																																					
12538		94160																																																																																																																																																			
11518																																																																																																																																																					
24056																																																																																																																																																					
		7304																																																																																																																																																			
56735		309364																																																																																																																																																			
34464		153500																																																																																																																																																			
34464																																																																																																																																																					
15572		141376																																																																																																																																																			
15298																																																																																																																																																					
7968																																																																																																																																																					
5612																																																																																																																																																					
4408																																																																																																																																																					
48858																																																																																																																																																					
		8770																																																																																																																																																			
83322		303646																																																																																																																																																			
44649		155958																																																																																																																																																			
12553																																																																																																																																																					
57202																																																																																																																																																					
24894		136812																																																																																																																																																			
24894																																																																																																																																																					
		12739																																																																																																																																																			
82096		305509																																																																																																																																																			
52282		193333																																																																																																																																																			
9785																																																																																																																																																					
62067																																																																																																																																																					
15763		74098																																																																																																																																																			
15763																																																																																																																																																					
		6627																																																																																																																																																			
77830		274058																																																																																																																																																			
58446		212778																																																																																																																																																			
58446																																																																																																																																																					
23111		139870																																																																																																																																																			
23111																																																																																																																																																					
		3857																																																																																																																																																			
		1236																																																																																																																																																			
81557		357741																																																																																																																																																			
34729		135571																																																																																																																																																			
34729																																																																																																																																																					
27706		106026																																																																																																																																																			
27706																																																																																																																																																					
		6167																																																																																																																																																			
62435		247764																																																																																																																																																			
507971		2039011																																																																																																																																																			
173167		1081188																																																																																																																																																			
63973																																																																																																																																																					
237140																																																																																																																																																					
203157		980668																																																																																																																																																			
132274																																																																																																																																																					
335431																																																																																																																																																					
		18783																																																																																																																																																			
		10160																																																																																																																																																			
		8442																																																																																																																																																			
		6481																																																																																																																																																			
		1750																																																																																																																																																			
		46																																																																																																																																																			
		17																																																																																																																																																			
		7																																																																																																																																																			
		5																																																																																																																																																			
		3																																																																																																																																																			
		2																																																																																																																																																			
		1																																																																																																																																																			
		1																																																																																																																																																			
																																																																																																																																																					
572571		2107554																																																																																																																																																			
1080542		4146565																																																																																																																																																			
11673		140536																																																																																																																																																			
6911																																																																																																																																																					
18584																																																																																																																																																					
		130																																																																																																																																																			
18584		307078																																																																																																																																																			
		7182																																																																																																																																																			
		4																																																																																																																																																			
		107438																																																																																																																																																			
		3196																																																																																																																																																			
		2545																																																																																																																																																			
18584		1428738																																																																																																																																																			
																																																																																																																																																					
																																																																																																																																																					
																																																																																																																																																					
																																																																																																																																																					
		12442																																																																																																																																																			
		9188																																																																																																																																																			
18584		2853464																																																																																																																																																			
		2337																																																																																																																																																			
		2014																																																																																																																																																			
		356045																																																																																																																																																			
58363		202027																																																																																																																																																			
979																																																																																																																																																					
59342																																																																																																																																																					
1771		18296																																																																																																																																																			
180																																																																																																																																																					
1951																																																																																																																																																					
		890																																																																																																																																																			
222																																																																																																																																																					
222																																																																																																																																																					
61515		221213																																																																																																																																																			
61515		221213																																																																																																																																																			
61515		221213																																																																																																																																																			
		11																																																																																																																																																			
46285		172833																																																																																																																																																			
10639																																																																																																																																																					
56924																																																																																																																																																					
		1323																																																																																																																																																			
56924		174156																																																																																																																																																			
48129		256157																																																																																																																																																			
5368																																																																																																																																																					
53497																																																																																																																																																					
		1170																																																																																																																																																			
53497		257327																																																																																																																																																			
15938		124140																																																																																																																																																			
13388																																																																																																																																																					
11532																																																																																																																																																					
10211																																																																																																																																																					
51069																																																																																																																																																					
		33																																																																																																																																																			
51069		364488																																																																																																																																																			
		36																																																																																																																																																			
44579		284035																																																																																																																																																			
8189																																																																																																																																																					
52768																																																																																																																																																					
		243																																																																																																																																																			
52768		284278																																																																																																																																																			
		31579																																																																																																																																																			
		122																																																																																																																																																			
42605		179204																																																																																																																																																			
3546																																																																																																																																																					
46151																																																																																																																																																					
21044		96965																																																																																																																																																			
15781																																																																																																																																																					
36825																																																																																																																																																					
82976		276169																																																																																																																																																			
20573		153961																																																																																																																																																			
16581																																																																																																																																																					
2966																																																																																																																																																					
3880																																																																																																																																																					
44000																																																																																																																																																					
44000		344438																																																																																																																																																			
27526		226662																																																																																																																																																			
24767																																																																																																																																																					
17089																																																																																																																																																					
7465																																																																																																																																																					
76847																																																																																																																																																					
76847		335334																																																																																																																																																			
		734																																																																																																																																																			
12869		78281																																																																																																																																																			
12591																																																																																																																																																					
25460																																																																																																																																																					
25460		221928																																																																																																																																																			
		54736																																																																																																																																																			
		108258																																																																																																																																																			
		5260																																																																																																																																																			
		627																																																																																																																																																			
17106																																																																																																																																																					
66390																																																																																																																																																					
66390																																																																																																																																																					
509931		5627494																																																																																																																																																			
522994		3672864																																																																																																																																																			
360474																																																																																																																																																					
158360																																																																																																																																																					
68982																																																																																																																																																					
20365																																																																																																																																																					
17804																																																																																																																																																					
13257																																																																																																																																																					
3695																																																																																																																																																					
1165931																																																																																																																																																					
669346		3590201																																																																																																																																																			
321922																																																																																																																																																					
115898																																																																																																																																																					
45347																																																																																																																																																					
1152513																																																																																																																																																					
		166642																																																																																																																																																			
		119																																																																																																																																																			
		27																																																																																																																																																			
		25																																																																																																																																																			
		16																																																																																																																																																			
2318444		7429894																																																																																																																																																			
43942		188347																																																																																																																																																			
43942																																																																																																																																																					
43942		188347																																																																																																																																																			
67126		129984																																																																																																																																																			
67126																																																																																																																																																					
18033		64645																																																																																																																																																			
18033																																																																																																																																																					
85159		194629																																																																																																																																																			
69518		136273																																																																																																																																																			
69518																																																																																																																																																					
19039		80435																																																																																																																																																			
19039																																																																																																																																																					
88557		216708																																																																																																																																																			
48512		157461																																																																																																																																																			
19723																																																																																																																																																					
18164																																																																																																																																																					
4972																																																																																																																																																					
2938																																																																																																																																																					
1280																																																																																																																																																					
95589																																																																																																																																																					
14612		89509																																																																																																																																																			
14612																																																																																																																																																					
110201		246970																																																																																																																																																			
62114		201773																																																																																																																																																			
62114																																																																																																																																																					
62114		201773																																																																																																																																																			
29144	28180	267542																																																																																																																																																			
23176	23959																																																																																																																																																				
17705																																																																																																																																																					
7645																																																																																																																																																					
3187																																																																																																																																																					
991																																																																																																																																																					
974																																																																																																																																																					
82822	52139																																																																																																																																																				
		77																																																																																																																																																			
82822	52139	267619																																																																																																																																																			
71349		258982																																																																																																																																																			
71349																																																																																																																																																					
71349		258982																																																																																																																																																			
43005	34250	227524																																																																																																																																																			
35276	27485																																																																																																																																																				
10596																																																																																																																																																					
4926																																																																																																																																																					
93803	61735																																																																																																																																																				
21934		73632																																																																																																																																																			
21934																																																																																																																																																					
115737	61735	301156																																																																																																																																																			
72652		197869																																																																																																																																																			
72652																																																																																																																																																					
30977		68462																																																																																																																																																			
30977																																																																																																																																																					
103629		266331																																																																																																																																																			
65148		219136																																																																																																																																																			
65148																																																																																																																																																					
65148		219136																																																																																																																																																			
32408		120696																																																																																																																																																			
32408																																																																																																																																																					
33546		89591																																																																																																																																																			
33546																																																																																																																																																					
65954		210287																																																																																																																																																			
28110		113036																																																																																																																																																			
15808																																																																																																																																																					
8122																																																																																																																																																					
2585																																																																																																																																																					
54625																																																																																																																																																					
29962		105132																																																																																																																																																			
29962																																																																																																																																																					
84587		218168																																																																																																																																																			
42498		170657																																																																																																																																																			
8340																																																																																																																																																					
50838																																																																																																																																																					
50838		170657																																																																																																																																																			
1030037	113874	2960763																																																																																																																																																			
346670		1864202																																																																																																																																																			
170370																																																																																																																																																					
133952																																																																																																																																																					
650992																																																																																																																																																					
258469	161733	1267690																																																																																																																																																			
128531	110526																																																																																																																																																				
87694																																																																																																																																																					
55040																																																																																																																																																					
47484																																																																																																																																																					
22532																																																																																																																																																					
16200																																																																																																																																																					
9165																																																																																																																																																					
625115	272259																																																																																																																																																				
		69051																																																																																																																																																			
		31																																																																																																																																																			
		7																																																																																																																																																			
1276107	272259	3200981																																																																																																																																																			
2306144	386133	6161744																																																																																																																																																			
12830		31051																																																																																																																																																			
131																																																																																																																																																					
12961																																																																																																																																																					
		837																																																																																																																																																			
12961		31888																																																																																																																																																			
12961		31888																																																																																																																																																			
12961		31888																																																																																																																																																			
73934		128567																																																																																																																																																			
73934																																																																																																																																																					
26475		69371																																																																																																																																																			
26475																																																																																																																																																					
