PRIMARY	RUNOFF	GENERAL
19649		
		2042
		259
19649		235280
24058		2297236
		11201
		3
		1
		1
		1
		1
		1
		1
		1
		1
		30805
		30805
568935		1184659
33097		
11213		
9389		
4214		
626848		
395614		832106
32073		
17756		
6370		
5165		
3642		
460620		
		29331
		21254
		16384
2174936		2083734
75644		163832
75644		
39592		78105
39592		
115236		241937
70662		157064
70662		
39761		87730
11487		
51248		
121910		244794
66618		147065
66618		
29289		85915
14341		
43630		
110248		232980
54968		115246
16661		
71629		
22145		77054
3875		
26020		
97649		192300
73902		134967
73902		
50866		104357
50866		
124768		239324
76210		158202
76210		
37088		65883
37088		
113298		224085
95065		195462
4837		
4526		
104428		
15205		38715
15205		
		11956
119633		246133
52598		129362
52598		
54776		122021
54776		
107374		251383
52428		119038
52428		
31700		62082
31700		
84128		181120
994244		2054056
159154		296276
26609		
185763		
47408		155043
18496		
4870		
4364		
3464		
2723		
81325		
267088		459884
46143		100939
46143		
21197		55963
21197		
		69
		29
67340		157000
29031		94110
29031		
19155		70470
16906		
15543		
51604		
80635		164580
60396		92413
60396		
8975		40820
6529		
15504		
75900		133233
223875		454813
308178		1439214
51245		
335		
359758		
194633		630299
530		
195163		
5		
5		
18		
18		
1534		42434
15		
1549		
		25096
		1254
556493		2138297
22734		161320
33		
22767		
7111		95761
6206		
5277		
5205		
4306		
79		
28184		
		515
50951		257596
53656		191414
209		
53865		
19219		113015
32		
19251		
		259
73116		304688
39765		163322
7744		
20		
47529		
22170		88523
19		
22189		
		242
1		
1		
69719		252087
31042		136735
823		
31865		
5614		54486
46		
5660		
		521
37525		191742
46686		194669
92		
46778		
26178		112451
86		
26264		
117		4432
1		
118		
		3525
		103
73160		315180
34527		201367
80		
		2190
34607		
170		
170		
2		
2		
1		
1		
1		
1		
34781		203557
45887		161903
130		
46017		
12742		91069
8901		
9		
21652		
233		7391
233		
		65
1		
1		
67903		260428
25623		141570
15427		
12731		
16		
53797		
39451		135622
18424		
12		
57887		
		943
111684		278135
518839		2063413
78211		135174
78211		
24924		57671
24924		
		291
103135		193136
50004		93336
33287		
83291		
25914		92324
25914		
		7481
		228
109205		193369
109205		193369
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
